link,tag
https://www.hukumonline.com/berita/a/pengawasan-dan-tata-kelola-danantara-harus-lepas-dari-intervensi-politik-lt67bc420639885/,local_news
https://www.cnnindonesia.com/ekonomi/20250220070055-92-1200305/menakar-mimpi-besar-danantara-jadi-raksasa-seperti-temasek,economy
https://www.berita-indo.id/daerah/191998581/mahasiswa-makassar-gugat-rezim-prabowo-tolak-danantara-dan-kritik-anggaran,local_news
https://jatim.antaranews.com/berita/904097/pemerintah-andalkan-apbn-hingga-danantara-di-tengah-gejolak-ekonomi-global,economy
https://jabar.inews.id/amp/berita/demo-tolak-danantara-ratusan-mahasiswa-di-cirebon-bakar-ban,local_news
https://www.bbc.com/indonesia/articles/cj67e5r3rewo,local_news
https://www.law-justice.co/artikel/182534/sri-mulyani-bakal-jadi-anggota-dewan-pengawas-danantara/,opinion
https://www.kompas.id/artikel/tugas-danantara-perbaiki-citra-dan-sentimen-publik,"local_news, article"
https://www.cnbcindonesia.com/market/20250228163651-17-614545/danantara-kuasai-15-market-cap-ihsg-bos-bursa-bilang-ini-dampaknya,local_news
https://market.bisnis.com/read/20250222/192/1841767/ada-pertentangan-publik-bpi-danantara-tetap-meluncur-24-februari-2025https://market.bisnis.com/read/20250222/192/1841767/ada-pertentangan-publik-bpi-danantara-tetap-meluncur-24-februari-2025,economy
https://money.kompas.com/read/2025/02/21/095246326/ironi-danantara-tak-tersentuh-bpk-dan-kpk-mantan-presiden-jadi-pengawas,local_news
https://portaljogja.pikiran-rakyat.com/ekonomi/pr-259092575/kemunculan-danantara-bisa-menurunkan-performa-bumn?page=all,economy
https://www.merdeka.com/uang/danantara-segera-diresmikan-bumn-tak-lagi-kekayaan-negara-dan-target-pnbp-2025-harus-direvisi-316778-mvk.html,economy
https://www.metrotvnews.com/read/Ky6C1R96-danantara-dinilai-akan-dorong-bumn-lebih-transparan-tapi-turunkan-efisiensi,local_news
https://finance.detik.com/berita-ekonomi-bisnis/d-7801643/47-bumn-bakal-masuk-danantara,economy
https://www.idntimes.com/business/economy/gregorius-pranandito/penunjukkan-struktur-pengurus-danantara-jadi-sorotan?page=all,economy
https://www.idntimes.com/business/economy/gregorius-pranandito/pengalaman-buruk-korupsi-jiwasraya-bikin-publik-skeptis-pada-danantara?page=all,economy
https://www.tempo.co/ekonomi/krisis-danantara-pemangkasan-anggaran-1213900?in=1&n_token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ0b2tlbiI6ImJhMWE1MmI1Y2VlZTI0YTUwYWZjZGI0OGVhNGJhOThjIn0.Pel04ntdu9iaX5G_k8fmdaf2feHnMrIH91vgagFDzgw,economy
https://www.kompas.com/jawa-tengah/read/2025/03/02/103300088/pakar-ungkap-tantangan-danantara-di-tengah-skandal-pertamina#google_vignette,economy
https://www.tempo.co/ekonomi/hashim-sebut-danantara-bakal-disuntik-apbn-usd-20-miliar-per-tahun-ekonom-hati-hati--1213819,economy
https://www.antaranews.com/berita/4682297/danantara-dinilai-mampu-percepat-hilirisasi-bisnis-perkebunan-negara,local_news
https://www.cnnindonesia.com/ekonomi/20250302194830-92-1204136/sby-kecemasan-publik-ke-danantara-harus-dilihat-dari-kacamata-positif,local_news
https://kumparan.com/kumparanbisnis/peluncuran-danantara-dapat-sentimen-positif-dari-pasar-modal-24YspeCmrIR,economy
https://money.kompas.com/read/2025/02/24/063000426/selamat-datang-danantara--kontroversi-dan-harapan,economy
https://money.kompas.com/read/2025/02/22/101656826/danantara-jangan-bernasib-seperti-jiwasraya,economy
https://www.tvonenews.com/ekonomi/304113-bni-pastikan-dana-nasabah-tidak-digunakan-untuk-pendanaan-danantara,economy
https://tirto.id/danantara-dan-fakta-kontroversialnya-g8ss,local_news
https://www.ayoindonesia.com/keuangan/0114682461/danantara-dituding-sebagai-penyebab-turunnya-ihsg-serta-anjloknya-nilai-tukar-rupiah-ini-penjelasannya,economy
https://ftnews.co.id/public/5-kontroversi-danantara-yang-baru-saja-diluncurkan-presiden-prabowo-subianto,local_news
https://www.kompas.id/artikel/danantara-antara-transparansi-dan-intervensi-politik,opinion
https://www.tempo.co/ekonomi/indef-nilai-struktur-danantara-bisa-buat-pengawasan-bias-menteri-mengawasi-menteri-1211787,economy
https://money.kompas.com/read/2025/02/24/181100626/danantara-resmi-diluncurkan-bagaimana-dampaknya-ke-ihsg-?,economy
https://money.kompas.com/read/2025/02/24/182757826/danantara-dinilai-jadi-peluang-perkuat-bumn?page=all#page2,economy
https://www.cnbcindonesia.com/market/20250304165458-17-615617/viral-omongan-keras-soal-danantara-ferry-latuhihin-blak-blakan,local_news
https://www.metrotvnews.com/read/NleC86Jw-awasi-danantara-kpk-pakai-2-pedang-penegakan-hukum,local_news
https://katadata.co.id/berita/energi/67bc4c2e12532/kementerian-bumn-tanggapi-isu-rangkap-jabatan-pimpinan-danantara,local_news
https://www.tempo.co/politik/pengamat-pertanyakan-status-mantan-presiden-jadi-pengawas-danantara-1208265,local_news
https://ekbis.sindonews.com/read/1534405/34/bos-danantara-tanggapi-soal-isu-gerakan-tarik-dana-dari-bank-bumn-1740441745,economy
https://money.kompas.com/read/2025/03/03/111559726/danantara-pengambilalihan-anggaran-negara-dan-keraguan-jadi-agen-pembangunan,economy
https://www.repelita.com/2025/02/bpi-danantara-diharapkan-jadi-solusi.html,local_news
https://indonesiabusinesspost.com/3656/markets-and-finance/danantara-launch-a-bold-step-toward-economic-transformation-despite-criticism,economy
https://www.scmp.com/week-asia/economics/article/3300597/indonesias-danantara-fund-sparks-questions-over-economic-impact-transparency,foreign_news
https://jakartaglobe.id/business/danantara-ceo-assures-accountability-as-comparisons-to-1mdb-arise,economy
https://www.fdiintelligence.com/content/news/doubts-plague-indonesias-900bn-danantara-swf-84960,foreign_news
https://www.kompas.id/artikel/investasi-danantara-perlu-diarahkan-untuk-proyek-berdampak-jangka-panjang,economy
https://www.kompasiana.com/alexandermanurung3366/67c6c54534777c110167d724/danantara-super-holding-15-ribu-triliun-dan-kontroversi-keterlibatan-bank,economy
https://news.detik.com/kolom/d-7803506/danantara-kuatkan-bumn-bukan-jual-aset-negara,local_news
https://kumparan.com/syaefmz/danantara-membangun-ekonomi-solusi-atau-tantangan-baru-24c9u6C7piO/full,economy
https://www.kompasiana.com/bustanol/67c6bbb0c925c45d07217ef2/optimisme-danantara-dalam-pusaran-budaya-korupsi-dan-nepotisme?page=all#section2,local_news
https://money.kompas.com/read/2025/02/18/141152926/luhut-pembentukan-danantara-sangat-strategis-bumn-jadi-lebih-transparan,economy
https://market.bisnis.com/read/20241022/192/1809861/meneropong-masa-depan-bpi-danantara-embrio-superholding-bumn-ri,economy
https://www.tvonenews.com/berita/303746-danantara-resmi-dibentuk-begini-pandangan-dari-sisi-hukum,local_news
https://www.tribunnews.com/tribunners/2025/01/12/danantara-peluang-atau-ancaman-bagi-bumn-indonesia,local_news
https://finance.detik.com/berita-ekonomi-bisnis/d-7787437/luhut-klaim-danantara-dikelola-orang-profesional-jamin-tak-ada-titipan,economy
https://www.cnnindonesia.com/ekonomi/20250226140626-532-1202679/hashim-djojohadikusumo-bocorkan-proyek-yang-akan-didanai-danantara,economy
https://www.thejakartapost.com/business/2025/02/25/danantara-snubs-megaproject-nusantara-in-investment-priorities-state-palace.html,economy
https://www.bbc.com/indonesia/articles/crmjwn8lpxro, local_news
https://www.wedoany.com/en/shortnews/gKQbXoRb.html,foreign_news
https://technode.global/2025/02/25/indonesia-launches-sovereign-wealth-fund-danantara-report/,foreign_news
https://ekonomi.bisnis.com/read/20250304/44/1844563/ri-garap-mandiri-proyek-dme-pakai-duit-danantara-pengamat-tak-realistis,economy
https://ekonomi.bisnis.com/read/20250304/9/1844460/pr-besar-tumbuhkan-kepercayaan-publik-ke-danantara-tak-cukup-sby-turun-gunung,economy
https://ekonomi.bisnis.com/read/20250303/9/1844386/pengamat-bingung-prabowo-bentuk-komite-pemantau-dan-akuntabilitas-danantara,economy
https://sulsel.herald.id/2025/03/05/waspada-rocky-gerung-danantara-bisa-mengulang-tragedi-kapal-titanic/,local_news
https://money.kompas.com/read/2025/03/03/111559726/danantara-pengambilalihan-anggaran-negara-dan-keraguan-jadi-agen-pembangunan?page=all,economy
https://www.ayoindonesia.com/keuangan/0114619128/apa-bahaya-danantara-jika-gagal-eks-pegawai-kemenkeu-ungkap-dampak-mengerikan-kalau-sampai-program-prabowo-ambruk,economy
https://tirto.id/dpr-bantah-danantara-jadi-lembaga-yang-sulit-diaudit-g8us,local_news
https://www.kompas.id/artikel/tugas-danantara-perbaiki-citra-dan-sentimen-publik,local_news
https://www.fortuneidn.com/market/pasar-masih-was-was-danantara-ihsg-terancam-koreksi-ke-6-300-00-3dhnm-7w47q4,economy
https://www.tribunnews.com/bisnis/2025/02/20/respons-bri-soal-seruan-tarik-dana-di-bank-bumn-imbas-pembentukan-danantara,economy
https://www.businesstimes.com.sg/international/asean/indonesia-launches-danantara-investment-fund-channels-us20-billion-20-strategic-projects,foreign_news
https://www.idnfinancials.com/news/52673/danantara-to-channel-idr-300-trillion-into-priority-projects,economy
https://moderndiplomacy.eu/2025/03/02/danantara-as-indonesias-swf-lessons-from-china-investment-corporation/,foreign_news
https://news.ddtc.co.id/berita/nasional/1809233/dari-uang-pajak-danantara-bakal-modali-proyek-proyek-hilirisasi,local_news
https://vocal.media/fyi/danantara-indonesia-s-ambitious-plan-to-manage-900-billion-in-assets,foreign_news
https://finance.detik.com/berita-ekonomi-bisnis/d-7803687/danantara-harapan-lama-kecemasan-baru?single=1,economy
https://www.suaramerdeka.com/ekonomi/0414684692/menakar-prospek-badan-pengelola-investasi-danantara-di-tengah-sentimen-negatif-pasar,economy
https://omong-omong.com/mampukah-bpi-danantara-menjaga-kepercayaan-publik/,opinion
https://kumparan.com/akbaraditama/danantara-investasi-atau-beban-rakyat-24c6TGHS6l2/full,economy
https://mediaindonesia.com/kolom-pakar/748373/menakar-potensi-danantara,opinion
https://www.kompas.com/tren/read/2025/02/20/083000265/benarkah-danantara-akan-berpengaruh-pada-tabungan-nasabah-di-bank-bumn-,local_news
https://www.trenasia.com/digadang-gadang-jadi-kekuatan-ekonomi-baru-indonesia-inilah-sejumlah-isu-terkait-danantara,local_news
https://portalpurwokerto.pikiran-rakyat.com/ekonomi/pr-1159088846/apa-benar-danantara-kebal-hukum-muncul-isu-kpk-dan-bpk-tak-bisa-periksa-lembaga-investasi-di-masa-prabowo-itu?page=all,economy
https://ekonomi.bisnis.com/read/20250220/10/1841235/memahami-efisiensi-anggaran-prabowo-mengalir-ke-danantara-dan-mbg,economy
https://regional.kompas.com/read/2025/03/03/163417378/banyak-korupsi-di-bumn-ekonom-undip-anggap-wajar-publik-ragukan-danantara?page=all,opinion
https://umj.ac.id/opini/mengenal-danantara-barang-baru-di-era-prabowo/,academic
https://alphasoutheastasia.com/indonesias-danantara-to-focus-on-large-scale-projects/,economy
https://indonesia.go.id/kategori/editorial/9034/danantara-game-changer-pertumbuhan-ekonomi-nasional?lang=1,economy
https://investindonesia.co.id/2025/02/19/uae-eyes-jv-for-renewable-energy-project-with-danantara/,economy
https://www.petromindo.com/news/article/danantara-to-partner-with-uae-for-10-gw-renewable-energy-project,economy
https://harian.disway.id/read/859441/danantara-lompatan-besar-atau-sekadar-mimpi-besar,opinion
https://www.tempo.co/ekonomi/banyak-keraguan-soal-danantara-prabowo-wajar-karena-inisiatif-ini-belum-pernah-ada-1211380,economy
https://www.tempo.co/ekonomi/kritik-indef-soal-danantara-jika-hanya-jadi-superholding-perusahaan-bumn-saja-tidak-terlalu-bermanfaat-1211852,economy
https://beritakota.id/fahri-hamzah-danantara-bisa-bangkitkan-peran-bumn-di-kancah-global/,economy
https://www.inilah.com/masyarakat-was-was-danantara-tak-bisa-diaudit-kpk-siap-bantu-pencegahan,local_news
https://www.cnbcindonesia.com/market/20250205093219-17-608064/danantara-sah-dibentuk-ini-tanggapan-pengamat-hingga-bos-besarnya,local_news
https://finansial.bisnis.com/read/20250225/90/1842324/klarifikasi-bos-danantara-hingga-bni-soal-simpanan-nasabah-di-bank-bumn/All,economy
https://www.trenasia.com/saham-bank-bumn-kompak-turun-usai-peluncuran-danantara,economy
https://tirto.id/apa-arti-danantara-program-susunan-pengurus-daftar-bank-bumn-g8Jf,local_news
https://herald.id/2025/02/25/ferry-irwandi-jelaskan-apa-itu-danantara-dan-apa-dampaknya-terhadap-ekonomi-indonesia/,opinion
https://expatindonesia.id/2025/danantara-investment-agency-launched-to-fund-high-impact-projects/,local_news
https://jakartaglobe.id/business/danantara-to-take-part-in-coal-gasification-project-bahlil-says,economy
https://medium.com/@alvin_h1992/the-backstreet-boys-of-danantara-82f679764e79,opinion
https://beritanasional.com/detail/96843/danantara-lapor-proyek-prioritas-ke-presiden-rosan-roeslani-sebut-tim-akan-diumumkan-segera,local_news
https://catchmeup.co/news/peluncuran-badan-pengelola-investasi-danantara,local_news
https://www.liputan6.com/news/read/5934600/danantara-keberhasilannya-masih-diragukan-oleh-masyarakat?page=3,local_news
https://www.tempo.co/ekonomi/sederet-kata-media-asing-soal-danantara-scmp-soroti-transparansi-dan-potensi-korupsi--1211284,economy
https://www.tempo.co/ekonomi/serba-serbi-danantara-dan-polemiknya-tak-bisa-diaudit-bpk-dan-kpk-1210303,economy
https://finance.detik.com/bursa-dan-valas/d-7860023/danantara-diharapkan-mampu-tahan-dana-asing-cabut-dari-pasar-modal,economy
https://www.kompas.id/artikel/danantara-transformasi-pengelolaan-kekayaan-negara-dan-bumn,economy
https://herald.id/2025/03/02/raymond-chin-danantara-bisa-jadi-penyelamat-atau-malapetaka-ekonomi-indonesia/,opinion
https://disway.id/read/853583/dampak-danantara-ke-indonesia-sovereign-wealth-fund-terbesar-di-dunia,economy
https://market.bisnis.com/read/20241031/192/1812290/bos-bei-optimistis-bpi-danantara-mampu-kebut-ipo-bumn,economy
https://kabar24.bisnis.com/read/20250204/15/1836651/dasco-soal-erick-thohir-jadi-dewas-danantara,local_news
https://mudanews.com/ekononomi-bisnis/2025/02/23/danantara-kuat-mana-antara-budaya-investasi-dan-budaya-korupsi/,economy
https://www.thejakartapost.com/opinion/2025/03/05/analysis-danantara-launches-with-leadership-shake-up.html,opinion
https://medium.com/@wijayaberlian91/danantara-a-new-era-of-state-asset-management-ed561356dd22,opinion
https://news.detik.com/berita/d-7808824/prabowo-tegaskan-tak-boleh-ada-titipan-dalam-struktur-bpi-danantara,local_news
https://www.beritasatu.com/ekonomi/2875558/mantan-mantan-presiden-jadi-penasihat-danantara-rosan-tunggu-tanggal-mainnya,economy
https://nasional.kompas.com/read/2025/03/05/20191331/danantara-angkat-bicara-soal-isu-konglomerat-china-jadi-dewan-penasihat,local_news
https://www.kompas.id/artikel/uu-bumn-disahkan-bpi-danantara-jadi-katalisator-perekonomian-baru,economy
https://www.cnbcindonesia.com/market/20250227082239-17-614013/banyak-kejutan-erick-thohir-rosan-jawab-segudang-isu-danantara,economy
https://money.kompas.com/read/2025/02/24/063000426/selamat-datang-danantara--kontroversi-dan-harapan?page=all,economy
https://diksimerdeka.com/2025/02/26/isu-hukum-dan-kepercayaan-publik-terhadap-danantara/,opinion
https://tirto.id/danantara-dan-gelombang-ajakan-tarik-dana-dari-bank-milik-negara-g8xj,local_news
https://market.bisnis.com/read/20250220/192/1841267/pengamat-soroti-pengawasan-tata-kelola-bpi-danantara,economy
https://investor.id/macroeconomy/386538/danantara-jangan-direcoki-kepentingan-politik,economy
https://kumparan.com/kumparanbisnis/kaleidoskop-2024-danantara-ambisi-prabowo-bikin-super-holding-bumn-24Bdc5ae6xg/full,economy
https://www.repelita.com/2025/02/danantara-harapan-baru-atau-bom-waktu.html,local_news
https://www.theiconomics.com/art-of-execution/menteri-esdm-sebut-danantara-akan-menjadi-salah-satu-investor-proyek-dme/,local_news
https://www.thejakartapost.com/opinion/2025/03/04/favoritism-for-danantara.html,opinion
https://www.rri.co.id/bisnis/1368382/the-financial-services-authority-danantara-plays-a-strategic-role-in-enhancing-state-owned-enterprises-performance-and-investment,local_news
https://jakartaglobe.id/business/indonesia-says-french-nickel-miner-eramet-wants-to-partner-with-danantara,local_news
https://ugm.ac.id/id/berita/pemerintah-diminta-bangun-strategi-komunikasi-yang-baik-soal-pengelolaan-danantara/,academic
https://www.cnbcindonesia.com/news/20250305203848-4-616058/ada-isu-konglomerat-china-jadi-dewan-penasehat-ini-kata-bos-danantara,local_news
https://www.mkri.id/index.php?page=web.Berita&id=23161&menu=2,local_news
https://radarsampit.jawapos.com/nasional/2345964024/dorong-transparansi-dan-profesionalisme-pengelolaan-danantara,local_news
https://www.beritasatu.com/ekonomi/2887064/prabowo-danantara-siap-kelola-aset-rp-16400-triliun,local_news
https://jakartasatu.com/2025/05/06/bpi-danantara-instruksikan-menunda-rups-bumn-ada-apa/,local_news
https://nasional.kontan.co.id/news/pengamat-danantara-perlu-bantu-benahi-bumn-yang-sakit-bukan-hanya-cari-investor,economy
https://www.bloombergtechnoz.com/detail-news/70324/prabowo-beberkan-alasan-aset-danantara-tembus-us-1-triliun,economy
https://m.antaranews.com/amp/berita/4808221/kehadiran-danantara-tidak-menambah-eksposur-risiko-atas-himbara,economy
https://news.detik.com/berita/d-7895117/bamsoet-sebut-danantara-jadi-bukti-keseriusan-prabowo-terhadap-ekonomi,local_news
https://malang-post.com/2025/05/02/pro-kontra-danantara-pakar-ub-pentingnya-pengawasan-melibatkan-masyarakat/,local_news
https://infobanknews.com/setoran-pnbp-turun-akibat-dividen-bumn-masuk-danantara/,local_news
https://www.kompas.id/artikel/dosen-ub-danantara-bisa-untuk-investasi-sumber-daya-manusia,local_news
https://www.antaranews.com/berita/4804209/kehadiran-danantara-memungkinkan-bri-lebih-adaptif-dan-agile,economy
https://www.mikirduit.com/peluang-ihsg-terus-bangkit-setelah-dividen-bumn-cair-ke-danantara/,economy
https://www.rctiplus.com/news/detail/berita-utama/4745701/6-fakta-terbaru-danantara-hingga-prabowo-tegur-direksi-bumn-di-rapat-tertutup,local_news
https://lancangkuning.com/post/55611/kontroversi-town-hall-danantara-wartawan-diminta-keluar-ini-kata-ketua-jmsi.html,local_news
https://nasional.kompas.com/read/2025/04/28/20223601/arahan-prabowo-di-town-hall-meeting-danantara-tertutup-ini-alasannya,local_news
https://www.liputan6.com/bisnis/read/6012920/gbk-jadi-aset-termahal-yang-dikelola-danantara-segini-nilainya?page=3,local_news
https://news.ddtc.co.id/berita/nasional/1810428/setoran-pnbp-dari-dividen-bumn-turun-gara-gara-mengalir-ke-danantara,local_news
https://www.kompasiana.com/harmoko4665/68189974ed64155e210bb982/qatar-investasi-2-miliar-dolar-as-untuk-proyek-danantara-babak-baru-kerja-sama-bilateral-indonesia-qatar?page=all#sectionall,local_news
https://www.tempo.co/ekonomi/prabowo-yakin-kekayaan-danantara-bisa-capai-us-1-triliun-1277558,economy
https://www.antaranews.com/berita/4800393/danantara-evaluasi-bumn-dan-incar-tingkatkan-imbal-hasil-investasi,local_news
https://kaltara.antaranews.com/berita/514897/menteri-bumn-sebut-konsolidasi-danantara-jadi-prioritas,local_news
https://news.detik.com/berita/d-7892156/erick-thohir-ungkap-arahan-prabowo-di-town-hall-meeting-pengurus-danantara,local_news
https://nasional.kompas.com/read/2025/04/28/18223051/prabowo-ngaku-banyak-tegur-direksi-bumn-saat-townhall-danantara,local_news
https://infobanknews.com/bos-bri-pastikan-bisnis-bank-berjalan-normal-meski-di-bawah-danantara/,local_news
https://news.ddtc.co.id/berita/nasional/1810347/rosan-klaim-banyak-investor-ingin-bikin-konsorsium-bareng-danantara,local_news
https://www.cnbcindonesia.com/market/20250430071056-17-629818/844-perusahaan-bumn-resmi-jadi-milik-danantara,local_news
https://m.antaranews.com/amp/berita/4799345/ekonom-sebut-danantara-bakal-jadi-penggerak-investasi-ri,local_news
https://www.metrotvnews.com/play/NrWCo5az-erick-thohir-tugas-dewan-danantara-diumumkan-dalam-sebulan,local_news
https://www.metrotvnews.com/play/NleC8peL-erick-thohir-ramu-pencegahan-korupsi-untuk-investasi-danantara-dengan-kpk,local_news
https://m.antaranews.com/amp/berita/4790313/setelah-qatar-rosan-sebut-ada-dua-pendanaan-bersama-dengan-danantara,local_news
https://m.antaranews.com/amp/berita/4794485/sri-mulyani-gali-peluang-kerja-sama-danantara-dengan-bank-dunia,local_news
https://news.ddtc.co.id/berita/nasional/1810035/danantara-dapat-komitmen-investasi-us2-miliar-dari-qatar,local_news
https://www.edisi.co.id/ekonomi/9715058725/town-hall-danantara-tiba-tiba-digelar-tertutup-tanpa-media-begini-penjelasan-presiden-prabowo-dan-rosan-roeslani,local_news
https://www.antaranews.com/berita/4768965/cio-danantara-siap-pasok-likuiditas-ke-pasar-modal-ri,economy
https://www.cnbcindonesia.com/news/20250428184908-4-629430/pemerintah-pastikan-danantara-bebas-korupsi-rosan-tak-ada-toleransi,local_news
https://www.antaranews.com/berita/4773365/formas-optimis-investasi-danantara-sukses-dijalankan-di-indonesia,local_news
https://nasional.kontan.co.id/news/danantara-akan-rangkul-aset-gelora-bung-karno-begini-respon-ppk-gbk,local_news
https://www.antaranews.com/berita/4786773/mind-id-siapkan-proyek-strategis-hilirisasi-dengan-danantara,economy
https://news.ddtc.co.id/berita/nasional/1810024/pt-biro-klasifikasi-indonesia-resmi-jadi-holding-operasional-danantara,local_news
https://www.antaranews.com/berita/4765909/ekonom-mendukung-danantara-jadi-pemasok-likuiditas-pasar-modal-ri,local_news
https://www.tribunnews.com/bisnis/2025/05/01/pembentukan-danantara-dinilai-langkah-berani-presiden-prabowo-subianto-reformasi-bumn,local_news
https://unair.ac.id/pakar-ekonomi-unair-beri-tanggapan-terkait-peluncuran-danantara/,local_news
https://sumbar.antaranews.com/berita/671365/presiden-perintahkan-ada-komite-teknologi-dalam-struktur-danantara,local_news
https://nasional.kompas.com/read/2025/04/29/19481461/tugas-ketua-kpk-di-danantara-belum-jelas-erick-minta-waktu-satu-bulan?page=all#google_vignette,local_news
https://telusur.co.id/detail/miti-ekspos-danantara-harusnya-terbuka-bagi-media,local_news
https://www.antaranews.com/berita/4771213/menteri-pkp-danantara-mulai-dipercaya-oleh-masyarakat-internasional,economy
https://m.antaranews.com/amp/berita/4768589/bappenas-dan-bpi-danantara-kolaborasi-dalam-perencanaan-investasi,economy
https://www.tempo.co/ekonomi/ragam-sorotan-media-asing-terhadap-danantara-1211993,economy
https://www.antaranews.com/berita/4767797/wamen-bumn-danantara-pilar-baru-peradaban-ekonomi-nasional,economy
https://www.cnbcindonesia.com/market/20250430114359-17-629905/bri-jadi-anggota-danantara-begini-pandangan-dirut-hery-gunardi,local_news
https://kaltara.antaranews.com/berita/514577/menkeu-sebut-danantara-indonesia-bisa-berkolaborasi-dengan-ndb,local_news
https://sumbar.antaranews.com/berita/668953/bahlil-danantara-harus-jadi-lembaga-kredibel-untuk-dorong-ekonomi-ri,local_news
https://news.republika.co.id/berita/svl4em475/menteri-bumn-ajak-kpk-bangun-sistem-antikorupsi-di-bumn-dan-danantara,local_news
https://news.detik.com/berita/d-7858294/prabowo-buka-suara-soal-thaksin-shinawatra-ada-di-danantara,local_news
https://market.bisnis.com/read/20250416/192/1869531/manuver-danantara-usai-genggam-saham-52-bumn-dan-gandeng-swf-qatar,economy
https://www.cnbcindonesia.com/news/20250414130027-4-625793/media-asing-sorot-kunjungan-prabowo-ke-arab-bawa-duit-untuk-danantara,local_news
https://www.bloombergtechnoz.com/detail-news/69808/dirut-danantara-akan-membuat-bri-bbri-lebih-fleksibel,local_news
https://sumbar.antaranews.com/berita/671185/pemerintah-andalkan-apbn-hingga-danantara-di-tengah-gejolak-ekonomi,local_news
https://m.antaranews.com/amp/berita/4756305/kpk-tegaskan-tidak-akan-ada-konflik-kepentingan-di-bpi-danantara,local_news
https://www.ksp.go.id/presiden-prabowo-resmikan-danantara-wujud-komitmen-pengelolaan-investasi-berkelanjutan.html,local_news
https://www.idntimes.com/business/economy/vadhia-lidyana-1/perlukah-danantara-jadi-superbody?page=all,economy
https://www.menpan.go.id/site/berita-terkini/berita-daerah/danantara-jadi-komitmen-pemerintahan-bersih-dan-pemanfaatan-kekayaan-negara-untuk-kesejahteraan-rakyat,local_news
https://www.metrotvnews.com/read/KXyCQXyn-dana-awal-danantara-rp300-triliun-presiden-prabowo-dapat-dari-inefisiensi-anggaran-hingga-korupsi,economy
https://nasional.kontan.co.id/news/bakal-terima-deviden-rp-5911-triliun-danantara-harus-mulai-garap-sektor-riil,local_news
https://news.detik.com/berita/d-7835172/prabowo-minta-danantara-hati-hati-ambil-keputusan-jangan-terlalu-cepat,local_news
https://investor.id/finance/396070/danantara-dorong-bsi-perkuatsinergi-dengan-bumn-lain/all,economy
https://konstruksimedia.com/bpi-danantara-tancap-gas-bangun-proyek-hilirisasi-dan-bangun-data-center/,local_news
https://investor.id/finance/396069/bos-danantara-kritik-pangsa-pasar-perbankan-syariah,economy
https://www.hukumonline.com/berita/a/mencegah-ketidakbijakan-pengawasan-danantara-lt67c0a61f7ca8b/?page=all,local_news
https://www.cnbcindonesia.com/market/20250506191649-17-631501/bos-danantara-bertemu-menteri-keuangan-as-ini-yang-dibahas,local_news
https://finance.detik.com/infrastruktur/d-7901404/nusron-ungkap-ada-pembahasan-tanah-terlantar-negara-mau-dicaplok-danantara,local_news
https://www.jawapos.com/ekonomi/015972586/erick-thohir-dan-bos-danantara-bakal-lakukan-efisiensi-di-bumn-dana-perjadin-dan-jumlah-komisaris-berpotensi-kena-pangkas,local_news
https://www.msn.com/id-id/berita/nasional/restrukturisasi-bumn-karya-bakal-telan-ratusan-triliun-bagaimana-nasib-danantara/ar-AA1Eb4NW,foreign_news
https://www.bloombergtechnoz.com/detail-news/70410/bos-eramet-buka-alasan-lirik-danantara-di-proyek-nikel-weda-bay,local_news
https://www.mkri.id/index.php?page=web.Berita&id=23164,local_news
